Transaction ID,Member ID,Date,Payment Method,Payment Amount,Discount,On Account,Transaction Amount,Amount Due,Amount Paid,Type,Amount Due For Line Item,Actual Paid,Item ID,Item Name,Membership Type,Applicable Taxes,Project ID,Project Name,Handled By,Notes,Renewal
1765517,2768,6/27/2020 11:36 AM,,,,,,,,Loan Return,,,6421.0,Vacuum Cleaner,,,,,Gin,,
1765517,2768,6/27/2020 11:36 AM,On Account,,,,,,,,,,,,,,,,,,
1765541,2876,6/27/2020 11:44 AM,,,,,,,,Membership Change,,,,,Request_CheckIDAddressPhoneDOB,,,,tsh,,
1765543,2768,6/27/2020 11:45 AM,,,,,,,1.90,Check Out,,,440.0,Soldering Iron,,,,,Gin,,
1765543,2768,6/27/2020 11:45 AM,On Account,,,(1.90),,,1.90,,,,,,,,,,,,
1765543,2768,6/27/2020 11:45 AM,Cash,1.90,,,,,1.90,,,,,,,,,,,,
1765546,1129,6/27/2020 11:45 AM,,,,,,,,Check Out,,,3830.0,Buffer,,,,,Gin,,
1765546,1129,6/27/2020 11:45 AM,,,,,,,,Check Out,,,7402.0,Hole Saw Kit,,,,,Gin,,
1765546,1129,6/27/2020 11:45 AM,,,,,,,,Check Out,,,7531.0,"Drill, Cordless",,,,,Gin,,
1765549,2876,6/27/2020 11:46 AM,,,,,,,,Membership Change,,,,,regular,,,,Gin,,
1765567,2818,6/27/2020 11:51 AM,,,,,,,,Loan Return,,,5481.0,File,,,,,Gin,,
1765574,2877,6/27/2020 11:54 AM,,,,,,,,Membership Change,,,,,Request_CheckIDAddressPhoneDOB,,,,Sar,,
1765579,2331,6/27/2020 11:55 AM,,,,,,,0.40,Loan Return,,,249.0,Othello,,,,,Gin,,
1765579,2331,6/27/2020 11:55 AM,,,,,,,0.40,Loan Return,,,247.0,Big Boggle,,,,,Gin,,
1765579,2331,6/27/2020 11:55 AM,On Account,,,(0.40),,,0.40,,,,,,,,,,,,
1765579,2331,6/27/2020 11:55 AM,Cash,0.40,,,,,0.40,,,,,,,,,,,,
1765588,2877,6/27/2020 12:00 PM,,,,,,,,Membership Change,,,,,regular,,,,Gin,,
1765588,2877,6/27/2020 12:00 PM,,,,,,,,Check Out,,,5376.0,"Scraper, Multitool",,,,,Gin,,
1765588,2877,6/27/2020 12:00 PM,,,,,,,,Check Out,,,6128.0,Paint Scraper,,,,,Gin,,
1765588,2877,6/27/2020 12:00 PM,,,,,,,,Check Out,,,7038.0,Heat Gun,,,,,Gin,,
1765588,2877,6/27/2020 12:00 PM,,,,,,,,Check Out,,,4321.0,"Sanding Block, Handled",,,,,Gin,,
1765589,2878,6/27/2020 12:00 PM,,,,,,,,Membership Change,,,,,regular,,,,Gin,,
1765596,2878,6/27/2020 12:03 PM,,,,,20.0,20.00,20.00,Membership Fee,,20.0,,,regular,,,,Gin,,
1765596,2878,6/27/2020 12:03 PM,Cash,20.00,,,20.0,20.00,20.00,,,,,,,,,,,,
1765610,2878,6/27/2020 12:08 PM,,,,,,,,Check Out,,,4770.0,Hand Truck,,,,,Gin,,
1765610,2878,6/27/2020 12:08 PM,,,,,,,,Check Out,,,6298.0,Pruning Shears,,,,,Gin,,
1766026,2879,6/27/2020 9:55 PM,,,,,,,,Membership Change,,,,,Request_CheckIDAddressPhoneDOB,,,,jds,,
1768647,2880,7/1/2020 2:05 AM,,,,,,,,Membership Change,,,,,Request_CheckIDAddressPhoneDOB,,,,dwe,,
1769154,2864,7/1/2020 1:57 PM,,,,,,,,Loan Return,,,511.0,Lawn Mower,,,,,bru,,
1769154,2864,7/1/2020 1:57 PM,,,,,,,,Check Out (Renewal),,,511.0,Lawn Mower,,,,,bru,self-renewal,Renewal
1770241,2881,7/2/2020 5:01 PM,,,,,,,,Membership Change,,,,,Request_CheckIDAddressPhoneDOB,,,,JeL,,
1771222,1545,7/3/2020 7:26 PM,,,,,,,,Loan Return,,,6489.0,Brad Nailer,,,,,bgo,,
1771222,1545,7/3/2020 7:26 PM,,,,,,,,Check Out (Renewal),,,6489.0,Brad Nailer,,,,,bgo,self-renewal,Renewal
1771224,1545,7/3/2020 7:28 PM,,,,,,,,Loan Return,,,7321.0,Hot Glue Gun,,,,,bgo,,
1771224,1545,7/3/2020 7:28 PM,,,,,,,,Check Out (Renewal),,,7321.0,Hot Glue Gun,,,,,bgo,self-renewal,Renewal
1771284,2866,7/4/2020 1:31 AM,,,,,,,,Loan Return,,,3957.0,Soldering Gun,,,,,aha,,
1771284,2866,7/4/2020 1:31 AM,,,,,,,,Check Out (Renewal),,,3957.0,Soldering Gun,,,,,aha,self-renewal,Renewal
1771285,2866,7/4/2020 1:32 AM,,,,,,,,Loan Return,,,7688.0,"Pliers, Needle Nose",,,,,aha,,
1771285,2866,7/4/2020 1:32 AM,,,,,,,,Check Out (Renewal),,,7688.0,"Pliers, Needle Nose",,,,,aha,self-renewal,Renewal
1771286,2866,7/4/2020 1:32 AM,,,,,,,,Loan Return,,,5323.0,"Wire Cutter, 5in",,,,,aha,,
1771286,2866,7/4/2020 1:32 AM,,,,,,,,Check Out (Renewal),,,5323.0,"Wire Cutter, 5in",,,,,aha,self-renewal,Renewal
1771287,2866,7/4/2020 1:32 AM,,,,,,,,Loan Return,,,5674.0,"Wire Stripper, Copper Only",,,,,aha,,
1771287,2866,7/4/2020 1:32 AM,,,,,,,,Check Out (Renewal),,,5674.0,"Wire Stripper, Copper Only",,,,,aha,self-renewal,Renewal
1771738,1712,7/4/2020 10:02 AM,,,,,,,,Loan Return,,,7492.0,Garden Hose,,,,,Gin,,
1771738,1712,7/4/2020 10:02 AM,,,,,,,,Loan Return,,,7571.0,Pressure Washer,,,,,Gin,,
1771738,1712,7/4/2020 10:02 AM,,,,,,,,Loan Return,,,4830.0,Weed Whacker,,,,,Gin,,
1771747,2349,7/4/2020 10:04 AM,,,,,,,,Check Out,,,7628.0,Bolt Cutter,,,,,Gin,,
1771747,2349,7/4/2020 10:04 AM,,,,,,,,Check Out,,,6058.0,Circular Saw,,,,,Gin,,
1771759,240,7/4/2020 10:10 AM,,,,,,,,Check Out,,,583.0,Hedge Trimmer,,,,,Gin,,
1771759,240,7/4/2020 10:10 AM,,,,,,,,Check Out,,,7283.0,Sheers,,,,,Gin,,
1771771,1046,7/4/2020 10:15 AM,,,,,,,,Check Out,,,5631.0,Lawn Mower,,,,,Gin,,
1771791,1653,7/4/2020 10:22 AM,,,,,,,,Loan Return,,,6500.0,"Sander, Belt",,,,,Gin,,
1771791,1653,7/4/2020 10:22 AM,,,,,,,,Loan Return,,,7356.0,Lanchez Sub Utility Pump,,,,,Gin,,
1771841,1822,7/4/2020 10:42 AM,,,,,20.0,20.00,19.90,Membership Fee,,20.0,,,regular,,,,Gin,,
1771841,1822,7/4/2020 10:42 AM,,,,,20.0,20.00,19.90,Check Out,,,7668.0,"Saw, Bow",,,,,Gin,,
1771841,1822,7/4/2020 10:42 AM,,,,,20.0,20.00,19.90,Check Out,,,7681.0,Rotary Tool Kit,,,,,Gin,,
1771841,1822,7/4/2020 10:42 AM,On Account,,,0.10,20.0,20.00,19.90,,,,,,,,,,,,
1771841,1822,7/4/2020 10:42 AM,External Credit/Debit,19.90,,,20.0,20.00,19.90,,,,,,,,,,,,
1771857,2295,7/4/2020 10:57 AM,,,,,,,,Membership Change,,,,,regular,,,,Gin,,
1771865,2493,7/4/2020 11:04 AM,,,,,40.0,40.00,40.00,Membership Fee,,40.0,,,regular,,,,Gin,,
1771865,2493,7/4/2020 11:04 AM,External Credit/Debit,40.00,,,40.0,40.00,40.00,,,,,,,,,,,,
1771866,2493,7/4/2020 11:04 AM,,,,,,,,Check Out,,,7479.0,Stud Finder,,,,,Gin,,
1771866,2493,7/4/2020 11:04 AM,,,,,,,,Check Out,,,5864.0,Drill Bit Set,,,,,Gin,,
1771866,2493,7/4/2020 11:04 AM,,,,,,,,Check Out,,,7186.0,"Multitool, Oscillating",,,,,Gin,,
1771869,2881,7/4/2020 11:06 AM,,,,,40.0,40.00,40.00,Membership Fee,,40.0,,,regular,,,,Gin,,
1771869,2881,7/4/2020 11:06 AM,External Credit/Debit,40.00,,,40.0,40.00,40.00,,,,,,,,,,,,
1771879,2295,7/4/2020 11:17 AM,,,,,,,,Check Out,,,7505.0,Table Saw,,,,,Gin,,
1771879,2295,7/4/2020 11:17 AM,,,,,,,,Check Out,,,7534.0,Staple Gun,,,,,Gin,,
1771879,2295,7/4/2020 11:17 AM,,,,,,,,Check Out,,,6461.0,Power Sander With Vacuum Bag,,,,,Gin,,
1771879,2295,7/4/2020 11:17 AM,,,,,,,,Check Out,,,5259.0,"Clamp, Bar",,,,,Gin,,
1771879,2295,7/4/2020 11:17 AM,,,,,,,,Check Out,,,7516.0,"Clamp, Bar",,,,,Gin,,
1771924,2866,7/4/2020 11:53 AM,,,,,,,,Loan Return,,,7679.0,Drill Press,,,,,Gin,,
1771924,2866,7/4/2020 11:53 AM,,,,,,,,Loan Return,,,4967.0,ESR Meter,,,,,Gin,,
1771932,2866,7/4/2020 11:57 AM,,,,,,,,Check Out,,,7102.0,Shears,,,,,Gin,,
1773145,2882,7/6/2020 12:48 PM,,,,,,,,Membership Change,,,,,Request_CheckIDAddressPhoneDOB,,,,elo,,
1773877,2883,7/7/2020 11:14 AM,,,,,,,,Membership Change,,,,,Request_CheckIDAddressPhoneDOB,,,,qui,,
1774301,2884,7/7/2020 6:02 PM,,,,,,,,Membership Change,,,,,Request_CheckIDAddressPhoneDOB,,,,les,,
1774960,2885,7/8/2020 12:01 PM,,,,,,,,Membership Change,,,,,Request_CheckIDAddressPhoneDOB,,,,car,,
1776067,2295,7/9/2020 3:03 PM,,,,,40.0,40.00,40.00,Membership Fee,,40.0,,,regular,,,,Gin,,
1776067,2295,7/9/2020 3:03 PM,PayPal (external),40.00,,,40.0,40.00,40.00,,,,,,,,,,,,
1776138,2886,7/9/2020 4:18 PM,,,,,,,,Membership Change,,,,,Request_CheckIDAddressPhoneDOB,,,,wob,,
1776283,2887,7/9/2020 7:58 PM,,,,,,,,Membership Change,,,,,Request_CheckIDAddressPhoneDOB,,,,The,,
1776753,2493,7/10/2020 11:32 AM,,,,,,,,Loan Return,,,7186.0,"Multitool, Oscillating",,,,,tre,,
1776753,2493,7/10/2020 11:32 AM,,,,,,,,Check Out (Renewal),,,7186.0,"Multitool, Oscillating",,,,,tre,self-renewal,Renewal
1776754,2493,7/10/2020 11:32 AM,,,,,,,,Loan Return,,,7479.0,Stud Finder,,,,,tre,,
1776754,2493,7/10/2020 11:32 AM,,,,,,,,Check Out (Renewal),,,7479.0,Stud Finder,,,,,tre,self-renewal,Renewal
1776755,2493,7/10/2020 11:32 AM,,,,,,,,Loan Return,,,5864.0,Drill Bit Set,,,,,tre,,
1776755,2493,7/10/2020 11:32 AM,,,,,,,,Check Out (Renewal),,,5864.0,Drill Bit Set,,,,,tre,self-renewal,Renewal
1776917,1046,7/10/2020 3:31 PM,,,,,,,,Loan Return,,,5631.0,Lawn Mower,,,,,dfi,,
1776917,1046,7/10/2020 3:31 PM,,,,,,,,Check Out (Renewal),,,5631.0,Lawn Mower,,,,,dfi,self-renewal,Renewal
1776959,2888,7/10/2020 4:16 PM,,,,,,,,Membership Change,,,,,Request_CheckIDAddressPhoneDOB,,,,bch,,
1777207,2866,7/11/2020 12:08 AM,,,,,,,,Loan Return,,,3957.0,Soldering Gun,,,,,aha,,
1777207,2866,7/11/2020 12:08 AM,,,,,,,,Check Out (Renewal),,,3957.0,Soldering Gun,,,,,aha,self-renewal,Renewal
1777208,2866,7/11/2020 12:08 AM,,,,,,,,Loan Return,,,7688.0,"Pliers, Needle Nose",,,,,aha,,
1777208,2866,7/11/2020 12:08 AM,,,,,,,,Check Out (Renewal),,,7688.0,"Pliers, Needle Nose",,,,,aha,self-renewal,Renewal
1777209,2866,7/11/2020 12:08 AM,,,,,,,,Loan Return,,,5323.0,"Wire Cutter, 5in",,,,,aha,,
1777209,2866,7/11/2020 12:08 AM,,,,,,,,Check Out (Renewal),,,5323.0,"Wire Cutter, 5in",,,,,aha,self-renewal,Renewal
1777210,2866,7/11/2020 12:08 AM,,,,,,,,Loan Return,,,5674.0,"Wire Stripper, Copper Only",,,,,aha,,
1777210,2866,7/11/2020 12:08 AM,,,,,,,,Check Out (Renewal),,,5674.0,"Wire Stripper, Copper Only",,,,,aha,self-renewal,Renewal
1777211,2866,7/11/2020 12:08 AM,,,,,,,,Loan Return,,,7102.0,Shears,,,,,aha,,
1777211,2866,7/11/2020 12:08 AM,,,,,,,,Check Out (Renewal),,,7102.0,Shears,,,,,aha,self-renewal,Renewal
1777214,2295,7/11/2020 12:25 AM,,,,,,,,Loan Return,,,7534.0,Staple Gun,,,,,lis,,
1777214,2295,7/11/2020 12:25 AM,,,,,,,,Check Out (Renewal),,,7534.0,Staple Gun,,,,,lis,self-renewal,Renewal
1777215,2295,7/11/2020 12:25 AM,,,,,,,,Loan Return,,,6461.0,Power Sander With Vacuum Bag,,,,,lis,,
1777215,2295,7/11/2020 12:25 AM,,,,,,,,Check Out (Renewal),,,6461.0,Power Sander With Vacuum Bag,,,,,lis,self-renewal,Renewal
1777216,2295,7/11/2020 12:25 AM,,,,,,,,Loan Return,,,7516.0,"Clamp, Bar",,,,,lis,,
1777216,2295,7/11/2020 12:25 AM,,,,,,,,Check Out (Renewal),,,7516.0,"Clamp, Bar",,,,,lis,self-renewal,Renewal
1777218,2295,7/11/2020 12:30 AM,,,,,,,,Loan Return,,,5259.0,"Clamp, Bar",,,,,lis,,
1777218,2295,7/11/2020 12:30 AM,,,,,,,,Check Out (Renewal),,,5259.0,"Clamp, Bar",,,,,lis,self-renewal,Renewal
1777219,2295,7/11/2020 12:33 AM,,,,,,,,Loan Return,,,7505.0,Table Saw,,,,,lis,,
1777219,2295,7/11/2020 12:33 AM,,,,,,,,Check Out (Renewal),,,7505.0,Table Saw,,,,,lis,self-renewal,Renewal
1777764,2577,7/11/2020 9:15 AM,,,,,,,,Check Out,,,7700.0,Serger,,,,,Gin,,
1777764,2577,7/11/2020 9:15 AM,,,,,,,,Check Out,,,5122.0,Tripod,,,,,Gin,,
1777801,2361,7/11/2020 9:27 AM,,,,,,,,Loan Return,,,4324.0,"Drill, Cordless",,,,,bri,,
1777825,2878,7/11/2020 9:33 AM,,,,,1.4,,,Late Fee,0.7,0.7,6298.0,Pruning Shears,,,,,Gin,,
1777825,2878,7/11/2020 9:33 AM,,,,,1.4,,,Late Fee,0.7,0.7,4770.0,Hand Truck,,,,,Gin,,
1777825,2878,7/11/2020 9:33 AM,Discount,,1.40,,1.4,,,,,,,,,,,,,,
1777867,2180,7/11/2020 9:43 AM,,,,,,,,Membership Change,,,,,regular,,,,Gin,,
1777867,2180,7/11/2020 9:43 AM,,,,,,,,Check Out,,,6500.0,"Sander, Belt",,,,,Gin,,
1777867,2180,7/11/2020 9:43 AM,,,,,,,,Check Out,,,426.0,"Plane, Hand",,,,,Gin,,
1777872,2036,7/11/2020 9:44 AM,,,,,,,,Membership Change,,,,,Discontinued,,,,Gin,,
1777876,2044,7/11/2020 9:45 AM,,,,,20.0,20.00,20.00,Membership Fee,,20.0,,,regular,,,,Gin,,
1777876,2044,7/11/2020 9:45 AM,Cash,20.00,,,20.0,20.00,20.00,,,,,,,,,,,,
1777931,932,7/11/2020 10:06 AM,,,,,0.7,0.60,,Late Fee,0.7,0.7,5013.0,"Power Sander, Palm Grip",,,,,Gin,,
1777931,932,7/11/2020 10:06 AM,On Account,,,0.60,0.7,0.60,,,,,,,,,,,,,
1777931,932,7/11/2020 10:06 AM,Discount,,0.10,,0.7,0.60,,,,,,,,,,,,,
1778002,2884,7/11/2020 10:25 AM,,,,,50.0,50.00,50.00,Membership Fee,,50.0,,,regular,,,,Gin,,
1778002,2884,7/11/2020 10:25 AM,External Credit/Debit,50.00,,,50.0,50.00,50.00,,,,,,,,,,,,
1778008,2884,7/11/2020 10:27 AM,,,,,,,,Check Out,,,6300.0,"Shovel, Square",,,,,Gin,,
1778008,2884,7/11/2020 10:27 AM,,,,,,,,Check Out,,,6936.0,"Snow Shovel, Small",,,,,Gin,,
1778008,2884,7/11/2020 10:27 AM,,,,,,,,Check Out,,,7670.0,Trench Digger,,,,,Gin,,
1778008,2884,7/11/2020 10:27 AM,,,,,,,,Check Out,,,3942.0,"Shovel, Square",,,,,Gin,,
1778008,2884,7/11/2020 10:27 AM,,,,,,,,Check Out,,,385.0,Snow Shovel,,,,,Gin,,
1778008,2884,7/11/2020 10:27 AM,,,,,,,,Check Out,,,5425.0,"Snow Shovel, Small",,,,,Gin,,
1778106,2864,7/11/2020 10:57 AM,,,,,,,,Loan Return,,,511.0,Lawn Mower,,,,,Gin,,
1778143,2589,7/11/2020 11:07 AM,,,,,,,,Loan Return,,,5652.0,"Socket Wrench Set, Metric",,,,,Gin,,
1778143,2589,7/11/2020 11:07 AM,,,,,,,,Loan Return,,,7397.0,Dremel Tool,,,,,Gin,,
1778143,2589,7/11/2020 11:07 AM,,,,,,,,Loan Return,,,7204.0,"Screwdriver, Flat, Large",,,,,Gin,,
1778143,2589,7/11/2020 11:07 AM,,,,,,,,Loan Return,,,5781.0,"Screwdriver, Flat",,,,,Gin,,
1778169,2877,7/11/2020 11:14 AM,,,,,12.8,12.80,12.80,Late Fee,0.7,0.7,7038.0,Heat Gun,,,,,Gin,,
1778169,2877,7/11/2020 11:14 AM,,,,,12.8,12.80,12.80,Late Fee,0.7,0.7,6128.0,Paint Scraper,,,,,Gin,,
1778169,2877,7/11/2020 11:14 AM,,,,,12.8,12.80,12.80,Late Fee,0.7,0.7,4321.0,"Sanding Block, Handled",,,,,Gin,,
1778169,2877,7/11/2020 11:14 AM,,,,,12.8,12.80,12.80,Late Fee,0.7,0.7,5376.0,"Scraper, Multitool",,,,,Gin,,
1778169,2877,7/11/2020 11:14 AM,,,,,12.8,12.80,12.80,Other,,10.0,,,,,,,Gin,,
1778169,2877,7/11/2020 11:14 AM,External Credit/Debit,12.80,,,12.8,12.80,12.80,,,,,,,,,,,,
1778176,421,7/11/2020 11:16 AM,,,,,,,,Loan Return,,,6943.0,Tile Saw,,,,,Gin,,
1778176,421,7/11/2020 11:16 AM,On Account,,,,,,,,,,,,,,,,,,
1778193,2589,7/11/2020 11:20 AM,,,,,,,,Check Out,,,6995.0,"Shop Vac, Wet/Dry, 1 Gal",,,,,Gin,,
1778193,2589,7/11/2020 11:20 AM,,,,,,,,Check Out,,,7191.0,Pin Punch,,,,,Gin,,
1778193,2589,7/11/2020 11:20 AM,,,,,,,,Check Out,,,7220.0,Awl,,,,,Gin,,
1778214,2722,7/11/2020 11:25 AM,,,,,20.0,20.00,20.00,Membership Fee,,20.0,,,regular,,,,Gin,,
1778214,2722,7/11/2020 11:25 AM,,,,,20.0,20.00,20.00,Check Out,,,6466.0,"Clamp, Bar",,,,,Gin,,
1778214,2722,7/11/2020 11:25 AM,,,,,20.0,20.00,20.00,Check Out,,,4849.0,"Clamp, Bar",,,,,Gin,,
1778214,2722,7/11/2020 11:25 AM,,,,,20.0,20.00,20.00,Check Out,,,4852.0,"Clamp, Bar",,,,,Gin,,
1778214,2722,7/11/2020 11:25 AM,,,,,20.0,20.00,20.00,Check Out,,,5210.0,"Clamp, Bar",,,,,Gin,,
1778214,2722,7/11/2020 11:25 AM,External Credit/Debit,20.00,,,20.0,20.00,20.00,,,,,,,,,,,,
1778223,421,7/11/2020 11:27 AM,,,,,,,,Check Out,,,506.0,Battery Charger BATT_C 18V,,,,,Gin,,
1778223,421,7/11/2020 11:27 AM,,,,,,,,Check Out,,,4637.0,Weed Wacker BATT_C 18V,,,,,Gin,,
1778223,421,7/11/2020 11:27 AM,,,,,,,,Check Out,,,6899.0,18V Battery BATT_C,,,,,Gin,,
1778223,421,7/11/2020 11:27 AM,,,,,,,,Check Out,,,6960.0,18V Battery BATT_C,,,,,Gin,,
1778223,421,7/11/2020 11:27 AM,On Account,,,,,,,,,,,,,,,,,,
1778230,2044,7/11/2020 11:28 AM,,,,,,,,Check Out,,,7529.0,C-clamp,,,,,Gin,,
1778230,2044,7/11/2020 11:28 AM,,,,,,,,Check Out,,,6865.0,"Clamp, Bar",,,,,Gin,,
1778230,2044,7/11/2020 11:28 AM,,,,,,,,Check Out,,,6866.0,"Clamp, Bar",,,,,Gin,,
1778230,2044,7/11/2020 11:28 AM,,,,,,,,Check Out,,,6867.0,"Clamp, Bar",,,,,Gin,,
1778230,2044,7/11/2020 11:28 AM,,,,,,,,Check Out,,,5040.0,C-clamp,,,,,Gin,,
1778230,2044,7/11/2020 11:28 AM,,,,,,,,Check Out,,,5429.0,C-clamp,,,,,Gin,,
1778243,2666,7/11/2020 11:29 AM,,,,,,,,Check Out,,,4616.0,Bottom Bracket Tool,,,,,Gin,,
1778243,2666,7/11/2020 11:29 AM,,,,,,,,Check Out,,,4620.0,Chain Tool,,,,,Gin,,
1778245,1545,7/11/2020 11:30 AM,,,,,,,,Loan Return,,,6489.0,Brad Nailer,,,,,Gin,,
1778245,1545,7/11/2020 11:30 AM,,,,,,,,Loan Return,,,7321.0,Hot Glue Gun,,,,,Gin,,
1778248,1545,7/11/2020 11:31 AM,,,,,20.0,20.00,20.00,Membership Fee,,20.0,,,regular,,,,Gin,,
1778248,1545,7/11/2020 11:31 AM,Cash,20.00,,,20.0,20.00,20.00,,,,,,,,,,,,
1778281,2889,7/11/2020 11:40 AM,,,,,,,,Membership Change,,,,,Request_CheckIDAddressPhoneDOB,,,,Tha,,
1778287,1366,7/11/2020 11:42 AM,,,,,,,,Loan Return,,,6644.0,Jigsaw,,,,,Gin,,
1778287,1366,7/11/2020 11:42 AM,On Account,,,,,,,,,,,,,,,,,,
1778300,2295,7/11/2020 11:44 AM,,,,,,,,Loan Return,,,7505.0,Table Saw,,,,,Gin,,
1778300,2295,7/11/2020 11:44 AM,,,,,,,,Check Out,,,4813.0,Goggles,,,,,Gin,,
1778300,2295,7/11/2020 11:44 AM,,,,,,,,Check Out,,,6498.0,"Router, Table-Mounted",,,,,Gin,,
1778300,2295,7/11/2020 11:44 AM,,,,,,,,Check Out,,,5021.0,Square Level,,,,,Gin,,
1778300,2295,7/11/2020 11:44 AM,,,,,,,,Check Out,,,7071.0,"Brush, Bristle",,,,,Gin,,
1778300,2295,7/11/2020 11:44 AM,,,,,,,,Check Out,,,6644.0,Jigsaw,,,,,Gin,,
1778300,2295,7/11/2020 11:44 AM,,,,,,,,Check Out,,,6172.0,"Clamp, Bar",,,,,Gin,,
1778300,2295,7/11/2020 11:44 AM,,,,,,,,Check Out,,,7513.0,"Clamp, Bar",,,,,Gin,,
1778317,674,7/11/2020 11:47 AM,,,,,,,,Loan Return,,,6856.0,18V Battery BATT_C,,,,,Gin,,
1778317,674,7/11/2020 11:47 AM,,,,,,,,Loan Return,,,6716.0,Hedge Trimmer,,,,,Gin,,
1778317,674,7/11/2020 11:47 AM,,,,,,,,Loan Return,,,5067.0,Battery Charger,,,,,Gin,,
1778317,674,7/11/2020 11:47 AM,,,,,,,,Check Out,,,274.0,"Ladder, Orchard",,,,,Gin,,
1778326,674,7/11/2020 11:49 AM,,,,,,,,Check Out,,,435.0,Hedge Trimmer,,,,,Gin,,
1778329,2889,7/11/2020 11:50 AM,,,,,,,,Membership Change,,,,,regular,,,,Gin,,
1778329,2889,7/11/2020 11:50 AM,,,,,,,,Check Out,,,3739.0,Power Sander,,,,,Gin,,
1778336,240,7/11/2020 11:52 AM,,,,,,,,Loan Return,,,583.0,Hedge Trimmer,,,,,Gin,,
1778336,240,7/11/2020 11:52 AM,,,,,,,,Loan Return,,,7283.0,Sheers,,,,,Gin,,
1778342,2828,7/11/2020 11:53 AM,,,,,,,,Loan Return,,,5655.0,Axe,,,,,Gin,,
1778360,2890,7/11/2020 11:57 AM,,,,,,,,Membership Change,,,,,Request_CheckIDAddressPhoneDOB,,,,Sum,,
1778373,2890,7/11/2020 12:00 PM,,,,,,,,Membership Change,,,,,regular,,,,Gin,,
1778375,2796,7/11/2020 12:01 PM,,,,,,,,Check Out,,,4934.0,"Drill, Corded",,,,,Gin,,
1778380,674,7/11/2020 12:01 PM,,,,,,,,Check Out,,,640.0,Ratchet Strap,,,,,Gin,,
1778403,2692,7/11/2020 12:07 PM,,,,,,,,Check Out,,,7714.0,Stud Finder,,,,,Gin,,
1778403,2692,7/11/2020 12:07 PM,,,,,,,,Check Out,,,4612.0,"Drill, Corded",,,,,Gin,,
1778403,2692,7/11/2020 12:07 PM,On Account,,,,,,,,,,,,,,,,,,
1778419,2867,7/11/2020 12:11 PM,,,,,,,,Loan Return,,,7278.0,Circular Saw,,,,,Gin,,
1778419,2867,7/11/2020 12:11 PM,,,,,,,,Loan Return,,,6901.0,"Saw Horse, Folding",,,,,Gin,,
1778419,2867,7/11/2020 12:11 PM,,,,,,,,Loan Return,,,6487.0,"Saw Horse, Folding",,,,,Gin,,
1778419,2867,7/11/2020 12:11 PM,,,,,,,,Loan Return,,,6900.0,"Saw Horse, Folding",,,,,Gin,,
1778419,2867,7/11/2020 12:11 PM,,,,,,,,Loan Return,,,6817.0,"Saw, Hack",,,,,Gin,,
1778424,2890,7/11/2020 12:13 PM,,,,,,,,Check Out,,,7377.0,Jigsaw,,,,,Gin,,
1778424,2890,7/11/2020 12:13 PM,,,,,,,,Check Out,,,4556.0,"Drill, Corded",,,,,Gin,,
1778424,2890,7/11/2020 12:13 PM,,,,,,,,Check Out,,,5013.0,"Power Sander, Palm Grip",,,,,Gin,,
1778429,2890,7/11/2020 12:15 PM,,,,,,,,Check Out,,,674.0,Chalkline,,,,,Gin,,
1778435,2770,7/11/2020 12:18 PM,,,,,,,,Check Out,,,3958.0,"Drill, Corded, 1/4in",,,,,Gin,,
1788018,2891,7/14/2020 8:34 AM,,,,,,,,Membership Change,,,,,Request_CheckIDAddressPhoneDOB,,,,cle,,
1788042,2892,7/14/2020 9:04 AM,,,,,,,,Membership Change,,,,,Request_CheckIDAddressPhoneDOB,,,,ste,,
1788623,2893,7/14/2020 5:14 PM,,,,,,,,Membership Change,,,,,Request_CheckIDAddressPhoneDOB,,,,ben,,
1789730,540,7/16/2020 12:13 AM,,,,,,,,Membership Change,,,,,regular,,,,Sir,,
1789730,540,7/16/2020 12:13 AM,,,,,,,,Check Out,,,398.0,House Jack,,,,,Sir,,
1791310,2894,7/17/2020 12:16 PM,,,,,,,,Membership Change,,,,,Request_CheckIDAddressPhoneDOB,,,,jrh,,
1791413,1046,7/17/2020 2:18 PM,,,,,,,,Loan Return,,,5631.0,Lawn Mower,,,,,dfi,,
1791413,1046,7/17/2020 2:18 PM,,,,,,,,Check Out (Renewal),,,5631.0,Lawn Mower,,,,,dfi,self-renewal,Renewal
1791592,2895,7/17/2020 5:56 PM,,,,,,,,Membership Change,,,,,Request_CheckIDAddressPhoneDOB,,,,c4t,,
1791762,2295,7/17/2020 10:57 PM,,,,,,,,Loan Return,,,7534.0,Staple Gun,,,,,lis,,
1791762,2295,7/17/2020 10:57 PM,,,,,,,,Check Out (Renewal),,,7534.0,Staple Gun,,,,,lis,self-renewal,Renewal
1791763,2295,7/17/2020 10:57 PM,,,,,,,,Loan Return,,,6461.0,Power Sander With Vacuum Bag,,,,,lis,,
1791763,2295,7/17/2020 10:57 PM,,,,,,,,Check Out (Renewal),,,6461.0,Power Sander With Vacuum Bag,,,,,lis,self-renewal,Renewal
1791764,2295,7/17/2020 10:57 PM,,,,,,,,Loan Return,,,7516.0,"Clamp, Bar",,,,,lis,,
1791764,2295,7/17/2020 10:57 PM,,,,,,,,Check Out (Renewal),,,7516.0,"Clamp, Bar",,,,,lis,self-renewal,Renewal
1791765,2295,7/17/2020 10:58 PM,,,,,,,,Loan Return,,,5259.0,"Clamp, Bar",,,,,lis,,
