Member ID,Confirmed?,Sex,Age,Member Created (M/D/YYYY),Start of first full membership (M/D/YYYY),Current Membership Type,"Latest Membership Change (request, upgrade, renewal, cancellation...) (M/D/YYYY)",Current Membership Expiration (M/D/YYYY),Renews Automatically,Automatically Pay Statements,User Note,User Warning,Opening Balance,Opening Balance Date (M/D/YYYY),Household Type,"Single, non-elderly",Elderly,Single Parent,Two Parents,Female Head of Household,Household income range,Household income range Value,Ethnicity,American Indian or Alaskan Native,Asian,Black or African American,Hispanic,White,Native Hawaiian or Pacific Islander,Other,Number of disabled people in household,Renter/Homeowner,Renter/Homeowner Value,Household Size
246,True,male,45.0,7/21/2016,8/10/2016,regular,8/10/2016,8/10/2017,False,False,,,,,[],,,,,,,,[],,,,,,,,,,,
675,True,,,5/20/2017,5/20/2017,regular,5/20/2017,5/20/2018,False,False,,,,,,,,,,,,,,,,,,,,,,,,
198,True,male,79.0,6/18/2016,6/18/2016,regular,6/18/2016,6/18/2018,False,False,,,,,[],,,,,,,,[],,,,,,,,,,,
185,False,,68.0,6/11/2016,6/11/2016,regular,6/11/2016,6/11/2017,False,False,,,,,[],,,,,,,,[],,,,,,,,,,,
3425,False,,37.0,11/20/2021,11/20/2021,regular,11/20/2021,11/20/2022,False,False,,,,,,,,,,,,,,,,,,,,,,,,
239,True,male,5.0,7/16/2016,7/16/2016,regular,7/16/2016,7/16/2017,False,False,,,,,['2'],,Y,,,,3.0,Moderate,['5'],,,,,Y,,,0,1.0,Homeowner,2.0
1975,True,,,3/9/2019,3/9/2019,regular,3/9/2019,3/9/2020,False,False,,,,,,,,,,,,,,,,,,,,,,,,
569,False,,,3/27/2017,,Request_CheckIDAddressPhoneDOB,3/26/2017,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
570,False,,,3/27/2017,,Request_CheckIDAddressPhoneDOB,3/26/2017,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
1727,True,,,9/22/2018,9/22/2018,regular,9/22/2018,9/22/2019,False,False,,,,,[],,,,,,,,[],,,,,,,,,,,
1001,True,,,10/4/2017,10/11/2017,regular,10/11/2017,10/11/2018,False,False,,,,,,,,,,,,,,,,,,,,,,,,
337,False,would rather not say,30.0,9/28/2016,9/28/2016,regular,10/12/2021,10/12/2022,False,False,,,,,['3'],,,Y,,,1.0,Extremely Low,"['1', '5']",Y,,,,Y,,,NONE,0.0,Renter,3.0
2076,True,would rather not say,-34.0,4/17/2019,4/16/2019,regular,4/16/2019,4/16/2020,False,False,,,,,[],,,,,,,,[],,,,,,,,,,,
3600,False,,26.0,3/12/2022,3/12/2022,regular,3/12/2022,3/12/2023,False,False,,,,,['1'],Y,,,,,2.0,Low,['5'],,,,,Y,,,0,0.0,Renter,3.0
3008,False,,38.0,10/30/2020,,Request_CheckIDAddressPhoneDOB,10/30/2020,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
3254,False,,51.0,8/4/2021,,Request_CheckIDAddressPhoneDOB,8/3/2021,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
97,False,male,52.0,3/30/2016,4/7/2018,regular,4/7/2018,4/7/2019,False,False,,,,,,,,,,,,,,,,,,,,,,,,
2715,True,,30.0,1/19/2020,1/21/2020,regular,4/13/2021,4/13/2022,False,False,,,,,,,,,,,,,,,,,,,,,,,,
838,False,male,36.0,8/2/2017,8/1/2017,regular,8/1/2017,8/1/2018,False,False,,,,,['1'],Y,,,,,3.0,Moderate,['4'],,,,Y,,,,,0.0,Renter,
1124,True,,,12/20/2017,12/19/2017,regular,12/19/2017,12/19/2018,False,False,,"New member paid via donation. Verify ID, get address info before allowing checkouts",,,[],,,,,,,,[],,,,,,,,,,,
2859,False,,28.0,6/6/2020,,Request_CheckIDAddressPhoneDOB,6/6/2020,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
2102,False,,,4/27/2019,4/27/2019,regular,4/27/2019,4/27/2020,False,False,,,,,['1'],Y,,,,,3.0,Moderate,['5'],,,,,Y,,,,0.0,Renter,
2386,False,,37.0,8/18/2019,8/18/2019,regular,2/19/2022,2/19/2023,False,False,,,,,[],,,,,,,,[],,,,,,,,,,,
766,False,female,37.0,6/28/2017,6/28/2017,regular,6/28/2017,6/28/2018,False,False,,,,,,,,,,,,,,,,,,,,,,,,
3256,True,,27.0,8/4/2021,,Request_CheckIDAddressPhoneDOB,8/4/2021,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
1689,False,,,9/6/2018,,Request_CheckIDAddressPhoneDOB,9/5/2018,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
136,False,male,38.0,4/30/2016,4/30/2016,regular,4/30/2016,4/30/2017,False,False,,,,,[],,,,,,,,[],,,,,,,,,,,
1134,False,female,38.0,1/3/2018,1/3/2018,regular,1/3/2018,1/3/2019,False,False,,,,,,,,,,,,,,,,,,,,,,,,
3421,True,,18.0,11/15/2021,11/14/2021,regular,11/14/2021,11/14/2022,False,False,,,,,,,,,,,,,,,,,,,,,,,,
1668,True,male,41.0,8/27/2018,8/26/2018,regular,10/16/2019,8/27/2020,False,False,,,,,[],,,,,,4.0,High,['7'],,,,,,,Y,,1.0,Homeowner,2.0
1442,True,,,5/23/2018,5/23/2018,regular,5/23/2018,5/23/2019,False,False,,,,,,,,,,,,,,,,,,,,,,,,
822,True,,,7/26/2017,7/26/2017,regular,10/14/2019,7/26/2020,False,False,,,,,[],,,,,,4.0,High,[],,,,,,,,,0.0,Renter,
1964,False,,,2/28/2019,,Request_CheckIDAddressPhoneDOB,2/27/2019,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
2598,False,female,30.0,11/11/2019,11/10/2019,regular,11/10/2019,11/10/2020,False,False,,,,,,,,,,,,,,,,,,,,,,,,
2275,False,,,7/1/2019,6/30/2019,regular,6/30/2019,6/30/2020,False,False,,,,,,,,,,,,,,,,,,,,,,,,
2436,False,male,25.0,9/5/2019,9/4/2019,regular,9/4/2019,9/4/2020,False,False,,,,,,,,,,,,,,,,,,,,,,,,
2795,False,,28.0,2/23/2020,,Request_CheckIDAddressPhoneDOB,2/23/2020,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
1383,False,female,40.0,5/2/2018,2/12/2020,regular,2/12/2020,2/12/2021,False,False,,,,,,,,,,,,,,,,,,,,,,,,
513,False,,47.0,2/13/2017,2/12/2017,regular,2/12/2017,2/12/2018,False,False,Online agreements only - I forgot to have him fill out the paper versions.,,,,[],,,,,,,,[],,,,,,,,,,,
558,False,,,3/21/2017,4/5/2017,regular,3/6/2021,3/6/2022,False,False,,,,,,,,,,,,,,,,,,,,,,,,
780,False,,,7/12/2017,,Request_CheckIDAddressPhoneDOB,7/11/2017,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
1021,False,,,10/19/2017,10/18/2017,regular,10/18/2017,10/18/2018,False,False,Patron was emailed 01/23/2019 regarding overdue items. - Maren,"Patron has not responded to inquiries about severely overdue tools. They should return them before checking out more tools. - Maren

228	Mini Drill Set	
6176	clamp, hand	
6302	saw, coping",,,[],,,,,,,,[],,,,,,,,,,,
1998,False,,,3/19/2019,,Request_CheckIDAddressPhoneDOB,3/18/2019,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
1296,True,,,3/30/2018,,Request_CheckIDAddressPhoneDOB,3/30/2018,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
2939,True,,42.0,8/22/2020,,Request_CheckIDAddressPhoneDOB,8/21/2020,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
2531,False,,,10/12/2019,10/12/2019,regular,10/12/2019,10/12/2020,False,False,,,,,['1'],Y,,,,,3.0,Moderate,['5'],,,,,Y,,,,0.0,Renter,-3.0
182,True,,39.0,6/11/2016,6/11/2016,regular,8/19/2017,6/11/2018,False,False,,,,,[],,,,,,,,[],,,,,,,,,,,
2248,True,male,32.0,6/19/2019,6/19/2019,regular,6/19/2019,6/19/2020,False,False,,,,,,,,,,,,,,,,,,,,,,,,
2056,False,,,4/7/2019,4/7/2019,regular,4/7/2019,4/7/2020,False,False,,,,,,,,,,,,,,,,,,,,,,,,
1054,True,female,39.0,11/6/2017,11/5/2017,regular,11/5/2017,11/5/2018,False,False,,,,,[],,,,,,4.0,High,['5'],,,,,Y,,,,0.0,Renter,2.0
1407,True,,,5/13/2018,,Request_CheckIDAddressPhoneDOB,5/13/2018,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
1577,False,,,7/19/2018,7/18/2018,regular,7/18/2018,7/18/2019,False,False,,,,,,,,,,,,,,,,,,,,,,,,
530,True,,,3/2/2017,3/22/2017,regular,1/29/2022,1/29/2023,False,False,,,,,[],,,,,,,,[],,,,,,,,,,,
529,True,,,2/28/2017,3/1/2017,regular,3/1/2017,3/1/2018,False,False,,,,,,,,,,,,,,,,,,,,,,,,
1590,True,,53.0,7/23/2018,9/2/2018,regular,9/2/2018,9/2/2019,False,False,,,,,,,,,,,,,,,,,,,,,,,,
1777,True,,,10/23/2018,,Request_CheckIDAddressPhoneDOB,10/23/2018,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
2662,True,,,12/21/2019,12/21/2019,regular,12/21/2019,12/21/2020,False,False,,,,,[],,,,,,,,[],,,,,,,,,,,
2757,False,,32.0,2/10/2020,2/9/2020,regular,2/9/2020,2/9/2021,False,False,,,,,,,,,,,,,,,,,,,,,,,,
3154,True,,28.0,5/18/2021,,Request_CheckIDAddressPhoneDOB,5/18/2021,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
2911,True,,29.0,7/25/2020,7/25/2020,regular,7/25/2020,7/25/2021,False,False,,,,,,,,,,,,,,,,,,,,,,,,
712,False,,33.0,6/1/2017,4/28/2018,regular,4/28/2018,4/28/2019,False,False,,,,,,,,,,,,,,,,,,,,,,,,
314,False,male,35.0,9/11/2016,12/11/2016,regular,12/11/2016,12/11/2017,False,False,,,,,[],,,,,,,,[],,,,,,,,,,,
2191,True,male,58.0,5/30/2019,6/2/2019,regular,6/3/2021,6/2/2022,False,False,,,,,,,,,,,,,,,,,,,,,,,,
2915,True,,23.0,7/29/2020,8/8/2020,regular,8/17/2021,8/8/2022,False,False,,,,,[],,,,,,,,[],,,,,,,,,,,
2656,False,male,33.0,12/14/2019,12/14/2019,regular,1/30/2021,1/30/2022,False,False,,,,,['4'],,,,Y,,3.0,Moderate,['2'],,Y,,,,,,0,1.0,Homeowner,2.0
602,False,,,4/15/2017,4/15/2017,regular,6/9/2019,4/15/2020,False,False,,,,,,,,,,,,,,,,,,,,,,,,
1163,False,,,1/15/2018,,Request_CheckIDAddressPhoneDOB,1/15/2018,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
1167,True,,,1/16/2018,,Request_CheckIDAddressPhoneDOB,1/15/2018,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
2270,True,female,25.0,6/29/2019,6/29/2019,regular,6/29/2019,6/29/2020,False,False,,,,,['1'],Y,,,,,4.0,High,['5'],,,,,Y,,,,0.0,Renter,1.0
114,False,,,4/30/2016,4/30/2016,regular,4/30/2016,4/30/2017,False,False,,,,,[],,,,,,,,[],,,,,,,,,,,
1755,True,,,10/6/2018,10/6/2018,regular,10/6/2018,10/6/2019,False,False,,,,,,,,,,,,,,,,,,,,,,,,
434,False,,,12/9/2016,,Request_CheckIDAddressPhoneDOB,12/8/2016,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
2558,True,female,52.0,10/20/2019,10/20/2019,regular,10/20/2019,10/20/2020,False,False,,,,,,,,,,,,,,,,,,,,,,,,
1939,True,male,33.0,2/14/2019,7/2/2019,regular,5/18/2021,5/18/2022,False,False,,,,,,,,,,,,,,,,,,,,,,,,
1432,True,,,5/19/2018,5/19/2018,regular,7/17/2019,5/20/2020,False,False,,,,,[],,,,,,,,[],,,,,,,,,,,
2030,True,,,3/28/2019,3/27/2019,regular,3/27/2019,3/27/2020,False,False,,,,,,,,,,,,,,,,,,,,,,,,
256,True,,43.0,8/3/2016,,Request_CheckIDAddressPhoneDOB,8/3/2016,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
366,True,,,10/23/2016,10/23/2016,regular,11/22/2017,10/23/2018,False,False,,,,,[],,,,,,,,[],,,,,,,,,,,
487,False,male,32.0,1/19/2017,1/18/2017,regular,1/18/2017,1/18/2018,False,False,,,,,,,,,,,,,,,,,,,,,,,,
847,True,,44.0,8/4/2017,1/26/2020,regular,1/26/2020,1/26/2021,False,False,,,,,,,,,,,,,,,,,,,,,,,,
999,True,,,10/4/2017,,Request_CheckIDAddressPhoneDOB,10/4/2017,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
1246,True,,39.0,3/3/2018,,Request_CheckIDAddressPhoneDOB,3/3/2018,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
1656,False,,,8/21/2018,8/21/2018,regular,8/21/2018,8/21/2019,False,False,,,,,[],,,,,,,,[],,,,,,,,,,,
2068,False,male,31.0,4/13/2019,4/13/2019,regular,4/13/2019,4/13/2020,False,False,,,,,['1'],Y,,,,,2.0,Low,['5'],,,,,Y,,,,0.0,Renter,2.0
2933,True,,35.0,8/16/2020,,Request_CheckIDAddressPhoneDOB,8/16/2020,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
3490,True,,32.0,1/9/2022,1/9/2022,regular,1/9/2022,1/9/2023,False,False,,,,,[],,,,,,,,[],,,,,,,,,,,
80,False,,29.0,12/26/2015,,Request_CheckIDAddressPhoneDOB,12/25/2015,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
3179,False,,0.0,6/5/2021,,Request_CheckIDAddressPhoneDOB,6/5/2021,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
1550,False,female,30.0,7/8/2018,,Request_CheckIDAddressPhoneDOB,7/8/2018,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
2875,True,,24.0,6/27/2020,,Request_CheckIDAddressPhoneDOB,6/27/2020,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
3182,True,,30.0,6/5/2021,,Request_CheckIDAddressPhoneDOB,6/5/2021,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
150,False,male,33.0,5/10/2016,5/11/2016,regular,5/11/2016,5/11/2017,False,False,,,,,[],,,,,,,,[],,,,,,,,,,,
2520,False,male,27.0,10/7/2019,10/6/2019,regular,10/6/2019,10/6/2020,False,False,,,,,,,,,,,,,,,,,,,,,,,,
2481,False,male,25.0,9/23/2019,9/22/2019,regular,9/22/2019,9/23/2020,False,False,,,,,['1'],Y,,,,,3.0,Moderate,['5'],,,,,Y,,,0,0.0,Renter,1.0
2854,False,,37.0,4/30/2020,,Request_CheckIDAddressPhoneDOB,4/30/2020,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
3280,True,,52.0,8/20/2021,8/21/2021,regular,8/21/2021,8/21/2022,False,False,,,,,,,,,,,,,,,,,,,,,,,,
3253,True,,26.0,8/2/2021,8/3/2021,regular,8/3/2021,8/3/2022,False,False,,,,,,,,,,,,,,,,,,,,,,,,
3418,True,female,34.0,11/13/2021,11/13/2021,regular,11/13/2021,11/13/2022,False,False,,,,,,,,,,,,,,,,,,,,,,,,
140,True,,,5/3/2016,,Request_CheckIDAddressPhoneDOB,5/3/2016,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
1293,True,female,32.0,3/27/2018,4/4/2018,regular,4/4/2018,4/4/2019,False,False,,,,,,,,,,,,,,,,,,,,,,,,
621,False,,,4/24/2017,6/10/2017,regular,6/10/2017,6/10/2018,False,False,Patron was emailed 01/23/2019 regarding overdue items. - Maren,"Patron has not responded to inquiries about severely overdue tools. They should return them before checking out more tools. - Maren

5038	clamp",,,[],,,,,,,,[],,,,,,,,,,,
951,False,male,29.0,9/11/2017,9/16/2017,regular,9/16/2017,9/16/2018,False,False,,,,,,,,,,,,,,,,,,,,,,,,
3174,False,,0.0,6/2/2021,6/1/2021,regular,6/1/2021,6/1/2022,False,False,,,,,,,,,,,,,,,,,,,,,,,,
1456,False,,,5/31/2018,5/30/2018,regular,5/30/2018,5/30/2019,False,False,,,,,,,,,,,,,,,,,,,,,,,,
1466,True,,,6/3/2018,6/3/2018,regular,6/3/2018,6/3/2019,False,False,,,,,,,,,,,,,,,,,,,,,,,,
765,True,male,28.0,6/28/2017,6/28/2017,regular,6/28/2017,6/28/2018,False,False,,,,,,,,,,,,,,,,,,,,,,,,
1300,False,female,33.0,3/31/2018,3/31/2018,regular,3/31/2018,4/1/2019,False,False,,,,,[],,,,,,,,['5'],,,,,Y,,,,0.0,Renter,2.0
1301,False,female,33.0,3/31/2018,3/31/2018,regular,3/31/2018,4/1/2019,False,False,,,,,[],,,,,,,,[],,,,,,,,,,,
3272,True,,37.0,8/14/2021,8/14/2021,regular,8/14/2021,8/14/2022,False,False,,,,,,,,,,,,,,,,,,,,,,,,
3445,True,,44.0,12/5/2021,,Request_CheckIDAddressPhoneDOB,12/5/2021,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
2543,True,,27.0,10/14/2019,10/14/2019,regular,10/14/2019,10/14/2020,False,False,,,,,[],,,,,,,,[],,,,,,,,,,,
1969,True,,,3/4/2019,,Request_CheckIDAddressPhoneDOB,3/3/2019,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
1644,False,other,30.0,8/18/2018,8/18/2018,regular,8/18/2018,8/18/2019,False,False,,,,,['1'],Y,,,,,3.0,Moderate,['5'],,,,,Y,,,,0.0,Renter,4.0
167,False,other,73.0,5/28/2016,5/28/2016,regular,5/28/2016,5/28/2017,False,False,,,,,['2'],,Y,,,,3.0,Moderate,['5'],,,,,Y,,,,1.0,Homeowner,2.0
2308,True,,,7/16/2019,,Request_CheckIDAddressPhoneDOB,7/15/2019,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
3381,False,,37.0,10/20/2021,10/19/2021,regular,10/19/2021,10/19/2022,False,False,,,,,,,,,,,,,,,,,,,,,,,,
3564,True,,31.0,2/14/2022,,Request_CheckIDAddressPhoneDOB,2/14/2022,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
2143,True,,32.0,5/12/2019,5/12/2019,regular,5/12/2019,5/12/2020,False,False,,,,,['1'],Y,,,,,3.0,Moderate,"['2', '3']",,Y,Y,,,,,,0.0,Renter,1.0
3191,False,,32.0,6/14/2021,6/22/2021,regular,6/22/2021,6/22/2022,False,False,,,,,,,,,,,,,,,,,,,,,,,,
1198,True,,41.0,2/1/2018,1/31/2018,regular,3/2/2019,1/31/2020,False,False,,,,,,,,,,,,,,,,,,,,,,,,
586,False,female,28.0,4/8/2017,4/8/2017,regular,7/10/2021,7/10/2022,False,False,,,,,['1'],Y,,,,,2.0,Low,"['2', '5']",,Y,,,Y,,,0,0.0,Renter,2.0
611,False,male,30.0,4/20/2017,4/19/2017,regular,8/26/2018,4/19/2019,False,False,,,,,['1'],Y,,,,,,,"['2', '5']",,Y,,,Y,,,,,,
3582,False,,36.0,2/27/2022,,Request_CheckIDAddressPhoneDOB,2/27/2022,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
3044,False,,29.0,1/27/2021,,Request_CheckIDAddressPhoneDOB,1/27/2021,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
639,False,male,13.0,5/1/2017,4/30/2017,regular,4/30/2017,4/30/2019,False,False,Under 18. Father (Thomas) signed the liability waiver on his behalf.,,,,['3'],,,Y,,,,,[],,,,,,,,,,,
3230,True,,22.0,7/17/2021,7/17/2021,regular,7/17/2021,7/17/2022,False,False,,,,,,,,,,,,,,,,,,,,,,,,
809,False,,,7/22/2017,,Request_CheckIDAddressPhoneDOB,7/22/2017,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
3047,True,,43.0,1/29/2021,1/30/2021,regular,1/30/2021,1/30/2022,False,False,,,,,,,,,,,,,,,,,,,,,,,,
633,True,female,36.0,4/30/2017,2/21/2018,regular,11/10/2019,10/10/2020,False,False,,,,,[],,,,,,,,[],,,,,,,,,,,
1849,True,,,12/6/2018,12/8/2018,regular,12/8/2018,12/8/2019,False,False,,,,,,,,,,,,,,,,,,,,,,,,
2334,False,,,7/24/2019,7/24/2019,regular,7/24/2019,7/25/2020,False,False,,,,,[],,,,,,3.0,Moderate,['5'],,,,,Y,,,,0.0,Renter,-1.0
2673,False,,49.0,12/30/2019,12/29/2019,regular,12/29/2019,12/29/2020,False,False,,,,,,,,,,,,,,,,,,,,,,,,
288,True,,37.0,8/18/2016,,Request_CheckIDAddressPhoneDOB,8/18/2016,,False,False,,,,,[],,,,,,,,[],,,,,,,,,,,
3091,True,,49.0,3/27/2021,3/27/2021,regular,3/27/2021,3/27/2022,False,False,,,,,,,,,,,,,,,,,,,,,,,,
2580,False,,,11/3/2019,,Request_CheckIDAddressPhoneDOB,11/3/2019,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
391,True,male,38.0,11/7/2016,11/6/2016,regular,11/6/2016,11/6/2017,False,False,,,,,['5'],,,,,Y,,,['5'],,,,,Y,,,,0.0,Renter,2.0
2711,True,,32.0,1/18/2020,1/18/2020,regular,1/18/2020,1/18/2021,False,False,,,,,,,,,,,,,,,,,,,,,,,,
1505,True,,,6/17/2018,6/17/2018,regular,6/17/2018,6/17/2019,False,False,,,,,,,,,,,,,,,,,,,,,,,,
689,False,,4.0,5/22/2017,5/21/2017,regular,5/21/2017,5/21/2018,False,False,,,,,,,,,,,,,,,,,,,,,,,,
2770,True,,36.0,2/14/2020,2/15/2020,regular,12/18/2021,12/18/2022,False,False,,,,,[],,,,,,,,[],,,,,,,,,,,
3358,False,,122.0,10/6/2021,10/5/2021,regular,10/5/2021,10/6/2022,False,False,,get address and phone number before allowing checkouts,,,[],,,,,,,,[],,,,,,,,,,,
2161,False,,,5/18/2019,5/18/2019,regular,5/18/2019,5/18/2020,False,False,,,,,[],,,,,,,,[],,,,,,,,,,,
473,False,,,1/10/2017,,Request_CheckIDAddressPhoneDOB,1/9/2017,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
1485,True,,,6/10/2018,,Request_CheckIDAddressPhoneDOB,6/10/2018,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
2514,True,male,29.0,10/5/2019,10/5/2019,regular,10/5/2019,10/5/2020,False,False,,,,,['1'],Y,,,,,3.0,Moderate,['2'],,Y,,,,,,,0.0,Renter,
2893,False,,33.0,7/15/2020,,Request_CheckIDAddressPhoneDOB,7/14/2020,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
3388,False,,31.0,10/25/2021,10/24/2021,regular,10/24/2021,10/24/2022,False,False,,,,,,,,,,,,,,,,,,,,,,,,
2877,False,female,47.0,6/27/2020,6/27/2020,regular,6/27/2020,6/27/2021,False,False,,,,,,,,,,,,,,,,,,,,,,,,
1418,True,,,5/17/2018,5/16/2018,regular,5/16/2018,5/16/2019,False,False,,,,,,,,,,,,,,,,,,,,,,,,
259,True,,,8/7/2016,8/7/2016,regular,8/7/2016,8/7/2017,False,False,,,,,[],,,,,,,,[],,,,,,,,,,,
412,True,,35.0,11/23/2016,,Request_CheckIDAddressPhoneDOB,11/22/2016,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
2374,True,,30.0,8/16/2019,8/24/2019,regular,8/24/2019,8/24/2020,False,False,,,,,,,,,,,,,,,,,,,,,,,,
609,False,male,31.0,4/19/2017,,Request_CheckIDAddressPhoneDOB,4/18/2017,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
637,False,male,41.0,4/30/2017,4/30/2017,regular,10/17/2018,4/30/2019,False,False,,,,,['1'],Y,,,,,3.0,Moderate,['5'],,,,,Y,,,,1.0,Homeowner,2.0
1722,True,,,9/20/2018,9/19/2018,regular,9/19/2018,9/19/2019,False,False,,,,,,,,,,,,,,,,,,,,,,,,
2426,False,,,8/31/2019,8/31/2019,regular,8/31/2019,8/31/2020,False,False,,,,,,,,,,,,,,,,,,,,,,,,
2522,True,other,2.0,10/7/2019,,Request_CheckIDAddressPhoneDOB,10/7/2019,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
805,True,female,77.0,7/19/2017,7/19/2017,regular,10/23/2021,10/17/2022,False,False,,,,,['2'],,Y,,,,3.0,Moderate,['5'],,,,,Y,,,0,,,1.0
1605,True,,42.0,8/1/2018,8/28/2018,regular,8/28/2018,8/28/2019,False,False,,,,,[],,,,,,,,[],,,,,,,,,,,
2857,False,,51.0,5/9/2020,,Request_CheckIDAddressPhoneDOB,5/8/2020,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
669,True,,,5/17/2017,,Request_CheckIDAddressPhoneDOB,5/17/2017,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
393,False,,5.0,11/9/2016,11/9/2016,regular,3/6/2022,3/6/2023,False,False,,,,,[],,,,,,,,[],,,,,,,,,,,
155,True,,,5/15/2016,5/15/2016,regular,9/22/2018,5/15/2019,False,False,,,,,[],,,,,,,,[],,,,,,,,,,,
1954,False,,,2/21/2019,2/20/2019,regular,2/20/2019,2/21/2020,False,False,,,,,['1'],Y,,,,,3.0,Moderate,['7'],,,,,,,Y,,0.0,Renter,1.0
3517,False,,32.0,1/20/2022,,Request_CheckIDAddressPhoneDOB,1/19/2022,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
2978,False,,27.0,10/3/2020,10/3/2020,regular,10/3/2020,10/3/2021,False,False,,,,,,,,,,,,,,,,,,,,,,,,
612,True,male,43.0,4/20/2017,,Request_CheckIDAddressPhoneDOB,4/20/2017,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
830,False,,33.0,7/30/2017,7/30/2017,regular,7/30/2017,7/30/2018,False,False,,,,,[],,,,,,,,['2'],,Y,,,,,,,0.0,Renter,
2794,True,,27.0,2/22/2020,2/23/2020,regular,2/23/2020,2/23/2021,False,False,Paid $100 via paypal directly on 2/22. Please add when he comes in to activate,,,,,,,,,,,,,,,,,,,,,,,
1495,True,,,6/14/2018,,Request_CheckIDAddressPhoneDOB,6/13/2018,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
1713,True,male,31.0,9/17/2018,9/29/2018,regular,3/8/2020,3/8/2021,False,False,,,,,,,,,,,,,,,,,,,,,,,,
2534,True,,,10/12/2019,10/19/2019,regular,10/19/2019,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
1789,True,,33.0,10/28/2018,10/28/2018,regular,12/14/2019,12/14/2020,False,False,,,,,[],,,,,,,,[],,,,,,,,,,,
2828,False,,25.0,3/11/2020,3/14/2020,regular,3/14/2020,3/14/2021,False,False,,,,,,,,,,,,,,,,,,,,,,,,
982,True,male,31.0,9/27/2017,10/11/2017,regular,5/13/2019,10/11/2019,False,False,,,,,,,,,,,,,,,,,,,,,,,,
1304,True,,,4/1/2018,8/29/2018,ExtremelyOverdueItems,2/22/2019,,False,False,Patron was emailed 01/30/2019 regarding overdue items. - Maren,"Patron has not responded to inquiries about severely overdue tools. They should return them before checking out more tools. - Maren

4017	Jumper Cables",,,[],,,,,,,,[],,,,,,,,,,,
1532,False,,,6/28/2018,6/27/2018,ExtremelyOverdueItems,2/22/2019,,False,False,Patron was emailed 01/23/2019 regarding overdue items. - Maren,"Patron has not responded to inquiries about severely overdue tools. They should return them before checking out more tools. - Maren 

6307	bucket	
4504	Pipe Wrench",,,[],,,,,,,,[],,,,,,,,,,,
3260,False,,74.0,8/7/2021,8/7/2021,regular,8/7/2021,8/7/2022,False,False,,,,,,,,,,,,,,,,,,,,,,,,
2226,True,,,6/12/2019,6/12/2019,regular,6/12/2019,6/12/2020,False,False,,,,,,,,,,,,,,,,,,,,,,,,
1941,False,,,2/16/2019,2/16/2019,regular,2/16/2019,2/16/2020,False,False,,,,,[],,,,,,3.0,Moderate,['3'],,,Y,,,,,,0.0,Renter,
736,False,,,6/14/2017,,Request_CheckIDAddressPhoneDOB,6/14/2017,,False,False,,,,,,,,,,,,,,,,,,,,,,,,
